strategy,scenario_id,npv_mEUR,total_revenue_mEUR,total_gross_profit_mEUR,total_ebit_mEUR,total_free_cash_flow_mEUR,total_capex_mEUR,total_demand_units,total_delivered_units,total_lost_units,lost_sales_pct_2025_2030,lost_sales_pct_2030_2035,gross_margin_2030,gross_margin_2035,average_utilization,max_ending_backlog_units
S0_No_expansion,135,22324.808315050588,121000.0,72600.0,49610.0,40184.1,0.0,637.0,605.0,32.0,0.0,0.04697986577181208,0.6,0.6,0.6722222222222222,80.0
S0_No_expansion,136,24003.601977028036,127200.0,76320.0,52152.0,42243.119999999995,0.0,724.0,636.0,88.0,0.0,0.10236220472440945,0.6,0.6,0.7066666666666667,98.0
S0_No_expansion,137,24547.007307706695,129400.0,77640.0,53054.0,42973.73999999999,0.0,765.0,647.0,118.0,0.0,0.19548872180451127,0.6,0.6,0.7188888888888889,100.0
S0_No_expansion,138,23979.57862942947,127200.0,76320.0,52152.0,42243.119999999995,0.0,689.0,636.0,53.0,0.0,0.03821656050955414,0.6,0.6,0.7066666666666667,95.0
S0_No_expansion,139,25131.069635325483,131400.0,78840.0,53874.0,43637.93999999999,0.0,814.0,657.0,157.0,0.0,0.2332730560578662,0.6,0.6,0.73,107.0
S0_No_expansion,140,24002.97074202292,127200.0,76320.0,52152.0,42243.119999999995,0.0,664.0,636.0,28.0,0.0,0.017857142857142856,0.6,0.6,0.7066666666666667,80.0
S0_No_expansion,141,24152.813186146137,127800.0,76680.0,52398.0,42442.37999999999,0.0,668.0,639.0,29.0,0.0,0.017817371937639197,0.6,0.6,0.7100000000000001,81.0
S0_No_expansion,142,24179.75599564337,128200.0,76920.0,52562.0,42575.21999999999,0.0,724.0,641.0,83.0,0.0,0.11332007952286283,0.6,0.6,0.7122222222222222,93.0
S0_No_expansion,143,22367.28303501471,115400.0,69240.0,47314.0,38324.340000000004,0.0,577.0,577.0,0.0,0.0,0.0,0.6,0.6,0.6411111111111112,31.0
S0_No_expansion,144,23240.823823771734,124200.0,74520.0,50922.0,41246.81999999999,0.0,643.0,621.0,22.0,0.0,0.02528735632183908,0.6,0.6,0.69,71.0
S0_No_expansion,145,25250.536929611142,131800.0,79080.0,54038.0,43770.77999999999,0.0,799.0,659.0,140.0,0.0,0.17929759704251386,0.6,0.6,0.7322222222222223,103.0
S0_No_expansion,146,24255.56489193092,128200.0,76920.0,52562.0,42575.21999999999,0.0,746.0,641.0,105.0,0.0,0.15428571428571428,0.6,0.6,0.7122222222222222,99.0
S0_No_expansion,147,24362.382645847847,123400.0,74040.0,50594.0,40981.14,0.0,617.0,617.0,0.0,0.0,0.0,0.6,0.6,0.6855555555555556,37.0
S0_No_expansion,148,21997.577931748263,119400.0,71640.0,48954.0,39652.73999999999,0.0,643.0,597.0,46.0,0.0,0.03260869565217391,0.6,0.6,0.6633333333333333,91.0
S0_No_expansion,149,25028.64568617797,131000.0,78600.0,53710.0,43505.09999999999,0.0,753.0,655.0,98.0,0.0,0.1515748031496063,0.6,0.6,0.7277777777777779,100.0
S0_No_expansion,150,24785.94189627802,130200.0,78120.0,53382.0,43239.41999999999,0.0,796.0,651.0,145.0,0.0,0.21441441441441442,0.6,0.6,0.7233333333333333,105.0
S0_No_expansion,151,24832.40139961133,130400.0,78240.0,53464.0,43305.83999999999,0.0,731.0,652.0,79.0,0.0,0.11530398322851153,0.6,0.6,0.7244444444444444,90.0
S0_No_expansion,152,23887.069318559432,127000.0,76200.0,52070.0,42176.69999999999,0.0,694.0,635.0,59.0,0.0,0.09394572025052192,0.6,0.6,0.7055555555555556,89.0
S0_No_expansion,153,23584.531733655265,125800.0,75480.0,51578.0,41778.17999999999,0.0,682.0,629.0,53.0,0.0,0.09725158562367865,0.6,0.6,0.698888888888889,84.0
S0_No_expansion,154,24504.70253562857,128800.0,77280.0,52808.0,42774.47999999999,0.0,685.0,644.0,41.0,0.0,0.05701754385964912,0.6,0.6,0.7155555555555555,76.0
S0_No_expansion,155,24330.19629215124,128600.0,77160.0,52726.0,42708.05999999999,0.0,768.0,643.0,125.0,0.0,0.19366852886405958,0.6,0.6,0.7144444444444444,98.0
S0_No_expansion,156,22730.704000478258,122400.0,73440.0,50184.0,40649.03999999999,0.0,693.0,612.0,81.0,0.0,0.1194331983805668,0.6,0.6,0.6799999999999999,87.0
S0_No_expansion,157,24717.358819928842,129800.0,77880.0,53218.0,43106.579999999994,0.0,649.0,649.0,0.0,0.0,0.0,0.6,0.6,0.7211111111111109,59.0
S0_No_expansion,158,24589.615670552063,123200.0,73920.0,50512.0,40914.72,0.0,616.0,616.0,0.0,0.0,0.0,0.6,0.6,0.6844444444444444,40.0
S0_No_expansion,159,25083.651140349783,131200.0,78720.0,53792.0,43571.51999999999,0.0,731.0,656.0,75.0,0.0,0.09898989898989899,0.6,0.6,0.7288888888888889,87.0
S0_No_expansion,160,22839.651498141076,122600.0,73560.0,50266.0,40715.45999999999,0.0,703.0,613.0,90.0,0.0,0.10912698412698413,0.6,0.6,0.6811111111111111,113.0
S0_No_expansion,161,23837.650901139637,126600.0,75960.0,51906.0,42043.85999999999,0.0,736.0,633.0,103.0,0.0,0.1338432122370937,0.6,0.6,0.7033333333333334,107.0
S0_No_expansion,162,24011.877832119157,127400.0,76440.0,52234.0,42309.539999999986,0.0,642.0,637.0,5.0,0.0,0.0,0.6,0.6,0.7077777777777778,65.0
S0_No_expansion,163,24385.505224690896,128800.0,77280.0,52808.0,42774.47999999999,0.0,817.0,644.0,173.0,0.0,0.23011844331641285,0.6,0.6,0.7155555555555556,111.0
S0_No_expansion,164,24836.826114214502,130400.0,78240.0,53464.0,43305.83999999999,0.0,766.0,652.0,114.0,0.0,0.15428571428571428,0.6,0.6,0.7244444444444444,102.0
S0_No_expansion,165,25011.602341039823,131000.0,78600.0,53710.0,43505.09999999999,0.0,713.0,655.0,58.0,0.0,0.06808510638297872,0.6,0.6,0.7277777777777777,86.0
S0_No_expansion,166,22821.421552584656,122800.0,73680.0,50348.0,40781.88,0.0,666.0,614.0,52.0,0.0,0.07725321888412018,0.6,0.6,0.6822222222222223,92.0
S0_No_expansion,167,24644.59684645445,129600.0,77760.0,53136.0,43040.15999999999,0.0,756.0,648.0,108.0,0.0,0.13714285714285715,0.6,0.6,0.7200000000000001,96.0
S0_No_expansion,168,25310.270576753974,132000.0,79200.0,54120.0,43837.19999999999,0.0,769.0,660.0,109.0,0.0,0.16,0.6,0.6,0.7333333333333333,90.0
S0_No_expansion,169,23851.83548005269,126600.0,75960.0,51906.0,42043.85999999999,0.0,709.0,633.0,76.0,0.0,0.1028225806451613,0.6,0.6,0.7033333333333334,86.0
S0_No_expansion,170,24504.317005702014,129200.0,77520.0,52972.0,42907.319999999985,0.0,709.0,646.0,63.0,0.0,0.08958333333333333,0.6,0.6,0.7177777777777777,83.0
S0_No_expansion,171,24039.967789846844,127400.0,76440.0,52234.0,42309.539999999986,0.0,697.0,637.0,60.0,0.0,0.052854122621564484,0.6,0.6,0.7077777777777778,95.0
S0_No_expansion,172,23819.369364260685,126600.0,75960.0,51906.0,42043.85999999999,0.0,714.0,633.0,81.0,0.0,0.11377245508982035,0.6,0.6,0.7033333333333334,93.0
S0_No_expansion,173,24892.135046754163,130600.0,78360.0,53546.0,43372.25999999999,0.0,724.0,653.0,71.0,0.0,0.11293634496919917,0.6,0.6,0.7255555555555555,89.0
S0_No_expansion,174,24606.740954849527,129600.0,77760.0,53136.0,43040.15999999999,0.0,746.0,648.0,98.0,0.0,0.1627450980392157,0.6,0.6,0.7200000000000001,98.0
S0_No_expansion,175,25139.591307894556,131400.0,78840.0,53874.0,43637.93999999999,0.0,771.0,657.0,114.0,0.0,0.13721804511278196,0.6,0.6,0.73,101.0
S0_No_expansion,176,23827.481341033166,126400.0,75840.0,51824.0,41977.439999999995,0.0,722.0,632.0,90.0,0.0,0.11372549019607843,0.6,0.6,0.7022222222222222,92.0
S0_No_expansion,177,24611.1656694527,129600.0,77760.0,53136.0,43040.15999999999,0.0,688.0,648.0,40.0,0.0,0.04697986577181208,0.6,0.6,0.7200000000000001,81.0
S0_No_expansion,178,22924.31274601926,123400.0,74040.0,50594.0,40981.13999999999,0.0,673.0,617.0,56.0,0.0,0.08421052631578947,0.6,0.6,0.6855555555555556,91.0
S0_No_expansion,179,23309.804906380366,124600.0,74760.0,51086.0,41379.659999999996,0.0,749.0,623.0,126.0,0.0,0.16666666666666666,0.6,0.6,0.6922222222222222,110.0
S0_No_expansion,180,24951.86869389699,130800.0,78480.0,53628.0,43438.679999999986,0.0,736.0,654.0,82.0,0.0,0.13911290322580644,0.6,0.6,0.7266666666666667,91.0
S0_No_expansion,181,23897.163009073938,127000.0,76200.0,52070.0,42176.7,0.0,799.0,635.0,164.0,0.0,0.22773972602739725,0.6,0.6,0.7055555555555555,120.0
S0_No_expansion,182,22730.01510458325,122200.0,73320.0,50102.0,40582.619999999995,0.0,641.0,611.0,30.0,0.0,0.024830699774266364,0.6,0.6,0.6788888888888889,79.0
S0_No_expansion,183,23144.98164602639,124000.0,74400.0,50840.0,41180.399999999994,0.0,625.0,620.0,5.0,0.0,0.0,0.6,0.6,0.6888888888888889,65.0
S0_No_expansion,184,24712.93410532567,130000.0,78000.0,53300.0,43172.999999999985,0.0,830.0,650.0,180.0,0.0,0.2692967409948542,0.6,0.6,0.7222222222222222,109.0
S0_No_expansion,185,25250.536929611142,131800.0,79080.0,54038.0,43770.77999999999,0.0,753.0,659.0,94.0,0.0,0.13131313131313133,0.6,0.6,0.7322222222222223,89.0
S0_No_expansion,186,24832.40139961133,130400.0,78240.0,53464.0,43305.83999999999,0.0,674.0,652.0,22.0,0.0,0.0,0.6,0.6,0.7244444444444444,82.0
S0_No_expansion,187,23022.10741366379,123400.0,74040.0,50594.0,40981.13999999999,0.0,733.0,617.0,116.0,0.0,0.15671641791044777,0.6,0.6,0.6855555555555556,102.0
S0_No_expansion,188,22600.243595715314,121600.0,72960.0,49856.0,40383.35999999999,0.0,703.0,608.0,95.0,0.0,0.10714285714285714,0.6,0.6,0.6755555555555556,112.0
S0_No_expansion,189,24662.04988738919,129800.0,77880.0,53218.0,43106.57999999999,0.0,695.0,649.0,46.0,0.0,0.05856832971800434,0.6,0.6,0.7211111111111111,87.0
S0_No_expansion,190,25190.803282468314,131600.0,78960.0,53956.0,43704.359999999986,0.0,796.0,658.0,138.0,0.0,0.19378427787934185,0.6,0.6,0.7311111111111112,100.0
S0_No_expansion,191,25131.069635325483,131400.0,78840.0,53874.0,43637.93999999999,0.0,772.0,657.0,115.0,0.0,0.1490566037735849,0.6,0.6,0.73,96.0
S0_No_expansion,192,24712.93410532567,130000.0,78000.0,53300.0,43172.999999999985,0.0,788.0,650.0,138.0,0.0,0.20471014492753623,0.6,0.6,0.7222222222222222,100.0
S0_No_expansion,193,23197.672684245506,124400.0,74640.0,51004.0,41313.23999999999,0.0,743.0,622.0,121.0,0.0,0.17190388170055454,0.6,0.6,0.6911111111111111,108.0
S0_No_expansion,194,24013.91124958311,127200.0,76320.0,52152.0,42243.119999999995,0.0,757.0,636.0,121.0,0.0,0.15485074626865672,0.6,0.6,0.7066666666666667,105.0
S0_No_expansion,195,23375.34780388011,119600.0,71760.0,49036.0,39719.159999999996,0.0,598.0,598.0,0.0,0.0,0.0,0.6,0.6,0.6644444444444445,37.0
S0_No_expansion,196,23693.274102421303,126200.0,75720.0,51742.0,41911.01999999999,0.0,697.0,631.0,66.0,0.0,0.06790123456790123,0.6,0.6,0.701111111111111,93.0
S0_No_expansion,197,24968.912039035138,130800.0,78480.0,53628.0,43438.679999999986,0.0,730.0,654.0,76.0,0.0,0.08704453441295547,0.6,0.6,0.7266666666666667,93.0
S0_No_expansion,198,23792.61111457086,126600.0,75960.0,51906.0,42043.85999999999,0.0,731.0,633.0,98.0,0.0,0.1375968992248062,0.6,0.6,0.7033333333333334,101.0
S0_No_expansion,199,24820.911708604737,130000.0,78000.0,53300.0,43172.99999999999,0.0,732.0,650.0,82.0,0.0,0.10557768924302789,0.6,0.6,0.7222222222222222,89.0
S0_No_expansion,200,24072.521914365523,127600.0,76560.0,52316.0,42375.95999999999,0.0,726.0,638.0,88.0,0.0,0.12007874015748031,0.6,0.6,0.7088888888888889,96.0
S0_No_expansion,201,25028.64568617797,131000.0,78600.0,53710.0,43505.09999999999,0.0,856.0,655.0,201.0,0.0,0.25081967213114753,0.6,0.6,0.7277777777777779,120.0
S0_No_expansion,202,23567.81614515439,125800.0,75480.0,51578.0,41778.17999999999,0.0,737.0,629.0,108.0,0.0,0.1268939393939394,0.6,0.6,0.698888888888889,101.0
S0_No_expansion,203,25310.270576753974,132000.0,79200.0,54120.0,43837.19999999999,0.0,727.0,660.0,67.0,0.0,0.10775862068965517,0.6,0.6,0.7333333333333333,90.0
S0_No_expansion,204,24257.743866612047,128200.0,76920.0,52562.0,42575.21999999999,0.0,679.0,641.0,38.0,0.0,0.08296943231441048,0.6,0.6,0.7122222222222222,76.0
S0_No_expansion,205,24129.754899757314,127800.0,76680.0,52398.0,42442.37999999999,0.0,662.0,639.0,23.0,0.0,0.002257336343115124,0.6,0.6,0.7100000000000001,82.0
S0_No_expansion,206,25071.33598818265,131200.0,78720.0,53792.0,43571.51999999999,0.0,775.0,656.0,119.0,0.0,0.13857677902621723,0.6,0.6,0.7288888888888889,105.0
S0_No_expansion,207,25071.33598818265,131200.0,78720.0,53792.0,43571.51999999999,0.0,720.0,656.0,64.0,0.0,0.0944206008583691,0.6,0.6,0.7288888888888889,81.0
S0_No_expansion,208,23068.86846345216,117800.0,70680.0,48298.0,39121.380000000005,0.0,589.0,589.0,0.0,0.0,0.0,0.6,0.6,0.6544444444444445,35.0
S0_No_expansion,209,24444.583358559183,129000.0,77400.0,52890.0,42840.89999999999,0.0,763.0,645.0,118.0,0.0,0.17472118959107807,0.6,0.6,0.7166666666666667,104.0
S0_No_expansion,210,24892.135046754163,130600.0,78360.0,53546.0,43372.25999999999,0.0,789.0,653.0,136.0,0.0,0.20257826887661143,0.6,0.6,0.7255555555555555,109.0
S0_No_expansion,211,23610.70370809817,125800.0,75480.0,51578.0,41778.17999999999,0.0,740.0,629.0,111.0,0.0,0.15065913370998116,0.6,0.6,0.698888888888889,92.0
S0_No_expansion,212,24167.710939223623,128000.0,76800.0,52480.0,42508.79999999999,0.0,651.0,640.0,11.0,0.0,0.011655011655011656,0.6,0.6,0.7111111111111111,66.0
S0_No_expansion,213,25310.270576753974,132000.0,79200.0,54120.0,43837.19999999999,0.0,766.0,660.0,106.0,0.0,0.1454183266932271,0.6,0.6,0.7333333333333333,93.0
S0_No_expansion,214,24840.923072180405,130400.0,78240.0,53464.0,43305.83999999999,0.0,706.0,652.0,54.0,0.0,0.04246284501061571,0.6,0.6,0.7244444444444444,94.0
S0_No_expansion,215,23714.472066415237,126400.0,75840.0,51824.0,41977.439999999995,0.0,673.0,632.0,41.0,0.0,0.07158351409978309,0.6,0.6,0.7022222222222222,84.0
S0_No_expansion,216,24772.6677524685,130200.0,78120.0,53382.0,43239.41999999999,0.0,689.0,651.0,38.0,0.0,0.03571428571428571,0.6,0.6,0.7233333333333333,82.0
S0_No_expansion,217,24892.135046754163,130600.0,78360.0,53546.0,43372.25999999999,0.0,779.0,653.0,126.0,0.0,0.17115384615384616,0.6,0.6,0.7255555555555555,97.0
S0_No_expansion,218,23292.14190337484,124400.0,74640.0,51004.0,41313.23999999999,0.0,665.0,622.0,43.0,0.0,0.04772234273318872,0.6,0.6,0.6911111111111111,81.0
S0_No_expansion,219,24729.977450463815,130000.0,78000.0,53300.0,43172.999999999985,0.0,686.0,650.0,36.0,0.0,0.024444444444444446,0.6,0.6,0.7222222222222222,85.0
S0_No_expansion,220,23995.501015396312,127000.0,76200.0,52070.0,42176.7,0.0,661.0,635.0,26.0,0.0,0.03167420814479638,0.6,0.6,0.7055555555555556,74.0
S0_No_expansion,221,23925.8902713741,127000.0,76200.0,52070.0,42176.69999999999,0.0,725.0,635.0,90.0,0.0,0.10588235294117647,0.6,0.6,0.7055555555555556,96.0
S0_No_expansion,222,23259.551923448995,124400.0,74640.0,51004.0,41313.23999999999,0.0,697.0,622.0,75.0,0.0,0.10303030303030303,0.6,0.6,0.6911111111111111,91.0
S0_No_expansion,223,24416.657279150135,128600.0,77160.0,52726.0,42708.05999999999,0.0,661.0,643.0,18.0,0.0,0.00228310502283105,0.6,0.6,0.7144444444444444,77.0
S0_No_expansion,224,24678.76547589006,129800.0,77880.0,53218.0,43106.57999999999,0.0,738.0,649.0,89.0,0.0,0.09900990099009901,0.6,0.6,0.7211111111111111,99.0
S0_No_expansion,225,24709.738478112267,129800.0,77880.0,53218.0,43106.57999999999,0.0,777.0,649.0,128.0,0.0,0.17216117216117216,0.6,0.6,0.7211111111111111,102.0
S0_No_expansion,226,24354.498839848227,128600.0,77160.0,52726.0,42708.05999999999,0.0,721.0,643.0,78.0,0.0,0.13052208835341367,0.6,0.6,0.7144444444444444,92.0
S0_No_expansion,227,24551.432022309873,129400.0,77640.0,53054.0,42973.73999999999,0.0,795.0,647.0,148.0,0.0,0.22281639928698752,0.6,0.6,0.7188888888888889,105.0
S0_No_expansion,228,23880.41842152903,126200.0,75720.0,51742.0,41911.02,0.0,747.0,631.0,116.0,0.0,0.12641509433962264,0.6,0.6,0.701111111111111,114.0
S0_No_expansion,229,24127.22389016949,127800.0,76680.0,52398.0,42442.37999999999,0.0,751.0,639.0,112.0,0.0,0.13533834586466165,0.6,0.6,0.7100000000000001,112.0
S0_No_expansion,230,23184.0835973298,124000.0,74400.0,50840.0,41180.399999999994,0.0,721.0,620.0,101.0,0.0,0.1640926640926641,0.6,0.6,0.6888888888888889,101.0
S0_No_expansion,231,23877.564376078546,122200.0,73320.0,50102.0,40582.619999999995,0.0,611.0,611.0,0.0,0.0,0.0,0.6,0.6,0.6788888888888888,36.0
S0_No_expansion,232,24785.614139640747,130200.0,78120.0,53382.0,43239.41999999999,0.0,823.0,651.0,172.0,0.0,0.23247863247863249,0.6,0.6,0.7233333333333333,115.0
S0_No_expansion,233,23927.456219752177,127000.0,76200.0,52070.0,42176.7,0.0,707.0,635.0,72.0,0.0,0.08333333333333333,0.6,0.6,0.7055555555555556,91.0
S0_No_expansion,234,25250.536929611142,131800.0,79080.0,54038.0,43770.77999999999,0.0,778.0,659.0,119.0,0.0,0.15789473684210525,0.6,0.6,0.7322222222222223,104.0
S0_No_expansion,235,24325.77157754807,125200.0,75120.0,51332.0,41578.92,0.0,626.0,626.0,0.0,0.0,0.0,0.6,0.6,0.6955555555555556,47.0
S0_No_expansion,236,24457.20198909416,129000.0,77400.0,52890.0,42840.89999999999,0.0,751.0,645.0,106.0,0.0,0.12835249042145594,0.6,0.6,0.7166666666666667,100.0
S0_No_expansion,237,24892.135046754163,130600.0,78360.0,53546.0,43372.25999999999,0.0,793.0,653.0,140.0,0.0,0.21256931608133087,0.6,0.6,0.7255555555555555,108.0
S0_No_expansion,238,24034.256326964012,127400.0,76440.0,52234.0,42309.539999999986,0.0,654.0,637.0,17.0,0.0,0.02517162471395881,0.6,0.6,0.7077777777777778,71.0
S0_No_expansion,239,24832.40139961133,130400.0,78240.0,53464.0,43305.83999999999,0.0,700.0,652.0,48.0,0.0,0.09247311827956989,0.6,0.6,0.7244444444444444,81.0
S0_No_expansion,240,24892.135046754163,130600.0,78360.0,53546.0,43372.25999999999,0.0,716.0,653.0,63.0,0.0,0.09615384615384616,0.6,0.6,0.7255555555555555,83.0
S0_No_expansion,241,23586.764210448648,125400.0,75240.0,51414.0,41645.34,0.0,645.0,627.0,18.0,0.0,0.0,0.6,0.6,0.6966666666666667,78.0
S0_No_expansion,242,25079.857660751724,131200.0,78720.0,53792.0,43571.51999999999,0.0,716.0,656.0,60.0,0.0,0.10084033613445378,0.6,0.6,0.7288888888888889,87.0
S0_No_expansion,243,23309.63495849437,125000.0,75000.0,51250.0,41512.49999999999,0.0,703.0,625.0,78.0,0.0,0.11044176706827309,0.6,0.6,0.6944444444444445,100.0
S0_No_expansion,244,24081.517687584805,127600.0,76560.0,52316.0,42375.95999999999,0.0,710.0,638.0,72.0,0.0,0.11451942740286299,0.6,0.6,0.7088888888888889,96.0
S0_No_expansion,245,25310.270576753974,132000.0,79200.0,54120.0,43837.19999999999,0.0,843.0,660.0,183.0,0.0,0.23883161512027493,0.6,0.6,0.7333333333333333,109.0
S0_No_expansion,246,25190.803282468314,131600.0,78960.0,53956.0,43704.359999999986,0.0,782.0,658.0,124.0,0.0,0.17148362235067438,0.6,0.6,0.7311111111111112,95.0
S0_No_expansion,247,24951.86869389699,130800.0,78480.0,53628.0,43438.679999999986,0.0,753.0,654.0,99.0,0.0,0.138671875,0.6,0.6,0.7266666666666667,97.0
S0_No_expansion,248,25045.082074580427,131000.0,78600.0,53710.0,43505.09999999999,0.0,744.0,655.0,89.0,0.0,0.12180746561886051,0.6,0.6,0.7277777777777779,102.0
S0_No_expansion,249,24419.59191496719,128800.0,77280.0,52808.0,42774.47999999999,0.0,697.0,644.0,53.0,0.0,0.06779661016949153,0.6,0.6,0.7155555555555556,81.0
S0_No_expansion,250,24842.82959072684,130000.0,78000.0,53300.0,43172.999999999985,0.0,749.0,650.0,99.0,0.0,0.13565891472868216,0.6,0.6,0.7222222222222222,97.0
S0_No_expansion,251,25250.536929611142,131800.0,79080.0,54038.0,43770.77999999999,0.0,838.0,659.0,179.0,0.0,0.22297297297297297,0.6,0.6,0.7322222222222223,117.0
S0_No_expansion,252,23843.559737360967,126600.0,75960.0,51906.0,42043.85999999999,0.0,662.0,633.0,29.0,0.0,0.0,0.6,0.6,0.7033333333333334,89.0
S0_No_expansion,253,24832.40139961133,130400.0,78240.0,53464.0,43305.83999999999,0.0,789.0,652.0,137.0,0.0,0.15272727272727274,0.6,0.6,0.7244444444444444,113.0
S0_No_expansion,254,25071.33598818265,131200.0,78720.0,53792.0,43571.51999999999,0.0,694.0,656.0,38.0,0.0,0.05733944954128441,0.6,0.6,0.7288888888888889,76.0
S0_No_expansion,255,25071.33598818265,131200.0,78720.0,53792.0,43571.51999999999,0.0,783.0,656.0,127.0,0.0,0.16883116883116883,0.6,0.6,0.7288888888888889,111.0
S0_No_expansion,256,24372.14914172206,128000.0,76800.0,52480.0,42508.799999999996,0.0,642.0,640.0,2.0,0.0,0.004866180048661801,0.6,0.6,0.711111111111111,62.0
S0_No_expansion,257,24031.528056437088,127600.0,76560.0,52316.0,42375.95999999999,0.0,780.0,638.0,142.0,0.0,0.21338155515370705,0.6,0.6,0.7088888888888889,109.0
S0_No_expansion,258,25250.536929611142,131800.0,79080.0,54038.0,43770.77999999999,0.0,761.0,659.0,102.0,0.0,0.1111111111111111,0.6,0.6,0.7322222222222223,105.0
S0_No_expansion,259,24470.476132903674,129000.0,77400.0,52890.0,42840.89999999999,0.0,717.0,645.0,72.0,0.0,0.10515463917525773,0.6,0.6,0.7166666666666667,90.0
S0_No_expansion,260,24542.582593103525,129400.0,77640.0,53054.0,42973.73999999999,0.0,719.0,647.0,72.0,0.0,0.0942622950819672,0.6,0.6,0.7188888888888889,95.0
S0_No_expansion,261,24214.498199194208,128200.0,76920.0,52562.0,42575.21999999999,0.0,735.0,641.0,94.0,0.0,0.11500974658869395,0.6,0.6,0.7122222222222222,95.0
S0_No_expansion,262,24211.915598283853,128000.0,76800.0,52480.0,42508.79999999999,0.0,676.0,640.0,36.0,0.0,0.02850877192982456,0.6,0.6,0.711111111111111,83.0
S0_No_expansion,263,24657.62517278601,129800.0,77880.0,53218.0,43106.57999999999,0.0,759.0,649.0,110.0,0.0,0.13988657844990549,0.6,0.6,0.7211111111111111,106.0
S0_No_expansion,264,25310.270576753974,132000.0,79200.0,54120.0,43837.19999999999,0.0,738.0,660.0,78.0,0.0,0.10505050505050505,0.6,0.6,0.7333333333333333,91.0
S0_No_expansion,265,23614.52641153906,125400.0,75240.0,51414.0,41645.34,0.0,646.0,627.0,19.0,0.0,0.0,0.6,0.6,0.6966666666666667,79.0
S0_No_expansion,266,24355.105796583917,128600.0,77160.0,52726.0,42708.05999999999,0.0,700.0,643.0,57.0,0.0,0.05473684210526316,0.6,0.6,0.7144444444444444,91.0
S0_No_expansion,267,22739.085960598724,122600.0,73560.0,50266.0,40715.45999999999,0.0,710.0,613.0,97.0,0.0,0.09902912621359224,0.6,0.6,0.6811111111111111,106.0
S0_No_expansion,268,24007.417936505193,127200.0,76320.0,52152.0,42243.119999999995,0.0,689.0,636.0,53.0,0.0,0.046610169491525424,0.6,0.6,0.7066666666666667,91.0
S0_No_expansion,269,23877.995665047893,126200.0,75720.0,51742.0,41911.01999999999,0.0,649.0,631.0,18.0,0.0,0.0,0.6,0.6,0.7011111111111111,78.0
S0_No_expansion,270,23407.915303926853,124800.0,74880.0,51168.0,41446.079999999994,0.0,680.0,624.0,56.0,0.0,0.06567796610169492,0.6,0.6,0.6933333333333334,90.0
S0_No_expansion,271,24077.9875597704,127800.0,76680.0,52398.0,42442.37999999999,0.0,758.0,639.0,119.0,0.0,0.17996289424860853,0.6,0.6,0.7100000000000001,103.0
S0_No_expansion,272,23344.07806725379,124400.0,74640.0,51004.0,41313.23999999999,0.0,697.0,622.0,75.0,0.0,0.10224948875255624,0.6,0.6,0.6911111111111111,98.0
S0_No_expansion,273,24832.40139961133,130400.0,78240.0,53464.0,43305.83999999999,0.0,755.0,652.0,103.0,0.0,0.137524557956778,0.6,0.6,0.7244444444444444,93.0
S0_No_expansion,274,25250.536929611142,131800.0,79080.0,54038.0,43770.77999999999,0.0,727.0,659.0,68.0,0.0,0.06597938144329897,0.6,0.6,0.7322222222222223,96.0
S0_No_expansion,275,23579.63370519765,125600.0,75360.0,51496.0,41711.759999999995,0.0,761.0,628.0,133.0,0.0,0.15145985401459855,0.6,0.6,0.6977777777777778,114.0
S0_No_expansion,276,24435.97974683079,128800.0,77280.0,52808.0,42774.47999999999,0.0,711.0,644.0,67.0,0.0,0.09690721649484536,0.6,0.6,0.7155555555555556,86.0
S0_No_expansion,277,25131.069635325483,131400.0,78840.0,53874.0,43637.93999999999,0.0,752.0,657.0,95.0,0.0,0.14396887159533073,0.6,0.6,0.73,98.0
S0_No_expansion,278,24832.40139961133,130400.0,78240.0,53464.0,43305.83999999999,0.0,760.0,652.0,108.0,0.0,0.16403162055335968,0.6,0.6,0.7244444444444444,106.0
S0_No_expansion,279,23356.895644718792,124800.0,74880.0,51168.0,41446.079999999994,0.0,692.0,624.0,68.0,0.0,0.10450819672131148,0.6,0.6,0.6933333333333334,103.0
S0_No_expansion,280,24802.985241416165,130200.0,78120.0,53382.0,43239.41999999999,0.0,720.0,651.0,69.0,0.0,0.06846473029045644,0.6,0.6,0.7233333333333333,96.0
S0_No_expansion,281,24832.40139961133,130400.0,78240.0,53464.0,43305.83999999999,0.0,780.0,652.0,128.0,0.0,0.15398886827458255,0.6,0.6,0.7244444444444444,105.0
S0_No_expansion,282,22916.08308707969,123000.0,73800.0,50430.0,40848.299999999996,0.0,673.0,615.0,58.0,0.0,0.06962025316455696,0.6,0.6,0.6833333333333333,93.0
S0_No_expansion,283,23348.48513515187,124600.0,74760.0,51086.0,41379.659999999996,0.0,673.0,623.0,50.0,0.0,0.05150214592274678,0.6,0.6,0.6922222222222222,86.0
S0_No_expansion,284,24772.6677524685,130200.0,78120.0,53382.0,43239.41999999999,0.0,763.0,651.0,112.0,0.0,0.1528046421663443,0.6,0.6,0.7233333333333333,93.0
S0_No_expansion,285,24533.733163897177,129400.0,77640.0,53054.0,42973.73999999999,0.0,715.0,647.0,68.0,0.0,0.09278350515463918,0.6,0.6,0.7188888888888889,89.0
S0_No_expansion,286,23267.54678005137,119800.0,71880.0,49118.0,39785.58,0.0,599.0,599.0,0.0,0.0,0.0,0.6,0.6,0.6655555555555555,36.0
