delivery_year,market_cycle,delivery_demand_units,order_year,orders_placed_units,scenario_id,latest_historical_year,starting_historical_demand_units,is_extension_year
2027,upturn,57,2026,57,111,2025,48.0,False
2028,downturn,54,2027,54,111,2025,48.0,False
2029,upturn,56,2028,56,111,2025,48.0,False
2030,upturn,60,2029,60,111,2025,48.0,False
2031,downturn,67,2030,67,111,2025,48.0,False
2032,upturn,84,2031,84,111,2025,48.0,False
2033,upturn,81,2032,81,111,2025,48.0,False
2034,downturn,68,2033,68,111,2025,48.0,False
2035,upturn,81,2034,81,111,2025,48.0,False
2026,upturn,55,2025,55,112,2025,48.0,False
2027,upturn,61,2026,61,112,2025,48.0,False
2028,downturn,63,2027,63,112,2025,48.0,False
2029,upturn,62,2028,62,112,2025,48.0,False
2030,upturn,66,2029,66,112,2025,48.0,False
2031,downturn,72,2030,72,112,2025,48.0,False
2032,upturn,85,2031,85,112,2025,48.0,False
2033,upturn,98,2032,98,112,2025,48.0,False
2034,downturn,87,2033,87,112,2025,48.0,False
2035,upturn,86,2034,86,112,2025,48.0,False
2026,upturn,52,2025,52,113,2025,48.0,False
2027,upturn,55,2026,55,113,2025,48.0,False
2028,downturn,55,2027,55,113,2025,48.0,False
2029,upturn,60,2028,60,113,2025,48.0,False
2030,upturn,59,2029,59,113,2025,48.0,False
2031,downturn,65,2030,65,113,2025,48.0,False
2032,upturn,81,2031,81,113,2025,48.0,False
2033,upturn,91,2032,91,113,2025,48.0,False
2034,downturn,77,2033,77,113,2025,48.0,False
2035,upturn,89,2034,89,113,2025,48.0,False
2026,upturn,57,2025,57,114,2025,48.0,False
2027,upturn,56,2026,56,114,2025,48.0,False
2028,downturn,57,2027,57,114,2025,48.0,False
2029,upturn,61,2028,61,114,2025,48.0,False
2030,upturn,62,2029,62,114,2025,48.0,False
2031,downturn,61,2030,61,114,2025,48.0,False
2032,upturn,88,2031,88,114,2025,48.0,False
2033,upturn,82,2032,82,114,2025,48.0,False
2034,downturn,86,2033,86,114,2025,48.0,False
2035,upturn,92,2034,92,114,2025,48.0,False
2026,upturn,57,2025,57,115,2025,48.0,False
2027,upturn,66,2026,66,115,2025,48.0,False
2028,downturn,57,2027,57,115,2025,48.0,False
2029,upturn,60,2028,60,115,2025,48.0,False
2030,upturn,58,2029,58,115,2025,48.0,False
2031,downturn,80,2030,80,115,2025,48.0,False
2032,upturn,97,2031,97,115,2025,48.0,False
2033,upturn,96,2032,96,115,2025,48.0,False
2034,downturn,96,2033,96,115,2025,48.0,False
2035,upturn,94,2034,94,115,2025,48.0,False
2026,upturn,61,2025,61,116,2025,48.0,False
2027,upturn,62,2026,62,116,2025,48.0,False
2028,downturn,61,2027,61,116,2025,48.0,False
2029,upturn,65,2028,65,116,2025,48.0,False
2030,upturn,70,2029,70,116,2025,48.0,False
2031,downturn,92,2030,92,116,2025,48.0,False
2032,upturn,80,2031,80,116,2025,48.0,False
2033,upturn,91,2032,91,116,2025,48.0,False
2034,downturn,70,2033,70,116,2025,48.0,False
2035,upturn,86,2034,86,116,2025,48.0,False
2026,downturn,48,2025,48,117,2025,48.0,False
2027,upturn,55,2026,55,117,2025,48.0,False
2028,upturn,60,2027,60,117,2025,48.0,False
2029,downturn,58,2028,58,117,2025,48.0,False
2030,upturn,62,2029,62,117,2025,48.0,False
2031,upturn,80,2030,80,117,2025,48.0,False
2032,downturn,90,2031,90,117,2025,48.0,False
2033,upturn,96,2032,96,117,2025,48.0,False
2034,upturn,97,2033,97,117,2025,48.0,False
2035,downturn,93,2034,93,117,2025,48.0,False
2026,downturn,42,2025,42,118,2025,48.0,False
2027,upturn,51,2026,51,118,2025,48.0,False
2028,upturn,62,2027,62,118,2025,48.0,False
2029,downturn,55,2028,55,118,2025,48.0,False
2030,upturn,58,2029,58,118,2025,48.0,False
2031,upturn,74,2030,74,118,2025,48.0,False
2032,downturn,80,2031,80,118,2025,48.0,False
2033,upturn,81,2032,81,118,2025,48.0,False
2034,upturn,81,2033,81,118,2025,48.0,False
2035,downturn,81,2034,81,118,2025,48.0,False
2026,downturn,43,2025,43,119,2025,48.0,False
2027,upturn,46,2026,46,119,2025,48.0,False
2028,upturn,55,2027,55,119,2025,48.0,False
2029,downturn,56,2028,56,119,2025,48.0,False
2030,upturn,58,2029,58,119,2025,48.0,False
2031,upturn,77,2030,77,119,2025,48.0,False
2032,downturn,57,2031,57,119,2025,48.0,False
2033,upturn,78,2032,78,119,2025,48.0,False
2034,upturn,90,2033,90,119,2025,48.0,False
2035,downturn,84,2034,84,119,2025,48.0,False
2026,upturn,57,2025,57,120,2025,48.0,False
2027,upturn,65,2026,65,120,2025,48.0,False
2028,downturn,56,2027,56,120,2025,48.0,False
2029,upturn,67,2028,67,120,2025,48.0,False
2030,upturn,74,2029,74,120,2025,48.0,False
2031,downturn,86,2030,86,120,2025,48.0,False
2032,upturn,86,2031,86,120,2025,48.0,False
2033,upturn,98,2032,98,120,2025,48.0,False
2034,downturn,85,2033,85,120,2025,48.0,False
2035,upturn,87,2034,87,120,2025,48.0,False
2026,downturn,46,2025,46,121,2025,48.0,False
2027,upturn,55,2026,55,121,2025,48.0,False
2028,upturn,63,2027,63,121,2025,48.0,False
2029,downturn,55,2028,55,121,2025,48.0,False
2030,upturn,70,2029,70,121,2025,48.0,False
2031,upturn,97,2030,97,121,2025,48.0,False
2032,downturn,92,2031,92,121,2025,48.0,False
2033,upturn,90,2032,90,121,2025,48.0,False
2034,upturn,102,2033,102,121,2025,48.0,False
2035,downturn,104,2034,104,121,2025,48.0,False
2026,upturn,48,2025,48,122,2025,48.0,False
2027,upturn,51,2026,51,122,2025,48.0,False
2028,downturn,57,2027,57,122,2025,48.0,False
2029,upturn,63,2028,63,122,2025,48.0,False
2030,upturn,68,2029,68,122,2025,48.0,False
2031,downturn,88,2030,88,122,2025,48.0,False
2032,upturn,110,2031,110,122,2025,48.0,False
2033,upturn,110,2032,110,122,2025,48.0,False
2034,downturn,85,2033,85,122,2025,48.0,False
2035,upturn,69,2034,69,122,2025,48.0,False
2026,downturn,48,2025,48,123,2025,48.0,False
2027,upturn,57,2026,57,123,2025,48.0,False
2028,upturn,62,2027,62,123,2025,48.0,False
2029,downturn,59,2028,59,123,2025,48.0,False
2030,upturn,58,2029,58,123,2025,48.0,False
2031,upturn,91,2030,91,123,2025,48.0,False
2032,downturn,85,2031,85,123,2025,48.0,False
2033,upturn,96,2032,96,123,2025,48.0,False
2034,upturn,103,2033,103,123,2025,48.0,False
2035,downturn,89,2034,89,123,2025,48.0,False
2026,upturn,54,2025,54,124,2025,48.0,False
2027,upturn,63,2026,63,124,2025,48.0,False
2028,downturn,64,2027,64,124,2025,48.0,False
2029,upturn,66,2028,66,124,2025,48.0,False
2030,upturn,67,2029,67,124,2025,48.0,False
2031,downturn,93,2030,93,124,2025,48.0,False
2032,upturn,98,2031,98,124,2025,48.0,False
2033,upturn,119,2032,119,124,2025,48.0,False
2034,downturn,98,2033,98,124,2025,48.0,False
2035,upturn,103,2034,103,124,2025,48.0,False
2026,downturn,48,2025,48,125,2025,48.0,False
2027,upturn,53,2026,53,125,2025,48.0,False
2028,upturn,66,2027,66,125,2025,48.0,False
2029,downturn,59,2028,59,125,2025,48.0,False
2030,upturn,61,2029,61,125,2025,48.0,False
2031,upturn,80,2030,80,125,2025,48.0,False
2032,downturn,80,2031,80,125,2025,48.0,False
2033,upturn,84,2032,84,125,2025,48.0,False
2034,upturn,100,2033,100,125,2025,48.0,False
2035,downturn,91,2034,91,125,2025,48.0,False
2026,upturn,58,2025,58,126,2025,48.0,False
2027,upturn,61,2026,61,126,2025,48.0,False
2028,downturn,64,2027,64,126,2025,48.0,False
2029,upturn,76,2028,76,126,2025,48.0,False
2030,upturn,74,2029,74,126,2025,48.0,False
2031,downturn,77,2030,77,126,2025,48.0,False
2032,upturn,88,2031,88,126,2025,48.0,False
2033,upturn,97,2032,97,126,2025,48.0,False
2034,downturn,86,2033,86,126,2025,48.0,False
2035,upturn,81,2034,81,126,2025,48.0,False
2026,upturn,55,2025,55,127,2025,48.0,False
2027,upturn,60,2026,60,127,2025,48.0,False
2028,downturn,67,2027,67,127,2025,48.0,False
2029,upturn,73,2028,73,127,2025,48.0,False
2030,upturn,80,2029,80,127,2025,48.0,False
2031,downturn,113,2030,113,127,2025,48.0,False
2032,upturn,111,2031,111,127,2025,48.0,False
2033,upturn,104,2032,104,127,2025,48.0,False
2034,downturn,105,2033,105,127,2025,48.0,False
2035,upturn,96,2034,96,127,2025,48.0,False
2026,downturn,42,2025,42,128,2025,48.0,False
2027,upturn,53,2026,53,128,2025,48.0,False
2028,upturn,56,2027,56,128,2025,48.0,False
2029,downturn,56,2028,56,128,2025,48.0,False
2030,upturn,63,2029,63,128,2025,48.0,False
2031,upturn,83,2030,83,128,2025,48.0,False
2032,downturn,91,2031,91,128,2025,48.0,False
2033,upturn,106,2032,106,128,2025,48.0,False
2034,upturn,99,2033,99,128,2025,48.0,False
2035,downturn,77,2034,77,128,2025,48.0,False
2026,upturn,53,2025,53,129,2025,48.0,False
2027,upturn,59,2026,59,129,2025,48.0,False
2028,downturn,60,2027,60,129,2025,48.0,False
2029,upturn,65,2028,65,129,2025,48.0,False
2030,upturn,60,2029,60,129,2025,48.0,False
2031,downturn,67,2030,67,129,2025,48.0,False
2032,upturn,67,2031,67,129,2025,48.0,False
2033,upturn,70,2032,70,129,2025,48.0,False
2034,downturn,54,2033,54,129,2025,48.0,False
2035,upturn,73,2034,73,129,2025,48.0,False
2026,upturn,55,2025,55,130,2025,48.0,False
2027,upturn,59,2026,59,130,2025,48.0,False
2028,downturn,53,2027,53,130,2025,48.0,False
2029,upturn,59,2028,59,130,2025,48.0,False
2030,upturn,63,2029,63,130,2025,48.0,False
2031,downturn,83,2030,83,130,2025,48.0,False
2032,upturn,99,2031,99,130,2025,48.0,False
2033,upturn,97,2032,97,130,2025,48.0,False
2034,downturn,89,2033,89,130,2025,48.0,False
2035,upturn,99,2034,99,130,2025,48.0,False
2026,downturn,50,2025,50,131,2025,48.0,False
2027,upturn,59,2026,59,131,2025,48.0,False
2028,upturn,59,2027,59,131,2025,48.0,False
2029,downturn,55,2028,55,131,2025,48.0,False
2030,upturn,60,2029,60,131,2025,48.0,False
2031,upturn,87,2030,87,131,2025,48.0,False
2032,downturn,72,2031,72,131,2025,48.0,False
2033,upturn,87,2032,87,131,2025,48.0,False
2034,upturn,92,2033,92,131,2025,48.0,False
2035,downturn,70,2034,70,131,2025,48.0,False
2026,upturn,57,2025,57,132,2025,48.0,False
2027,upturn,64,2026,64,132,2025,48.0,False
2028,downturn,61,2027,61,132,2025,48.0,False
2029,upturn,67,2028,67,132,2025,48.0,False
2030,upturn,71,2029,71,132,2025,48.0,False
2031,downturn,89,2030,89,132,2025,48.0,False
2032,upturn,87,2031,87,132,2025,48.0,False
2033,upturn,101,2032,101,132,2025,48.0,False
2034,downturn,67,2033,67,132,2025,48.0,False
2035,upturn,70,2034,70,132,2025,48.0,False
2026,downturn,50,2025,50,133,2025,48.0,False
2027,upturn,54,2026,54,133,2025,48.0,False
2028,upturn,54,2027,54,133,2025,48.0,False
2029,downturn,51,2028,51,133,2025,48.0,False
2030,upturn,52,2029,52,133,2025,48.0,False
2031,upturn,74,2030,74,133,2025,48.0,False
2032,downturn,67,2031,67,133,2025,48.0,False
2033,upturn,72,2032,72,133,2025,48.0,False
2034,upturn,87,2033,87,133,2025,48.0,False
2035,downturn,85,2034,85,133,2025,48.0,False
2026,upturn,56,2025,56,134,2025,48.0,False
2027,upturn,66,2026,66,134,2025,48.0,False
2028,downturn,63,2027,63,134,2025,48.0,False
2029,upturn,61,2028,61,134,2025,48.0,False
2030,upturn,64,2029,64,134,2025,48.0,False
2031,downturn,79,2030,79,134,2025,48.0,False
2032,upturn,86,2031,86,134,2025,48.0,False
2033,upturn,91,2032,91,134,2025,48.0,False
2034,downturn,86,2033,86,134,2025,48.0,False
2035,upturn,84,2034,84,134,2025,48.0,False
2026,downturn,40,2025,40,135,2025,48.0,False
2027,upturn,45,2026,45,135,2025,48.0,False
2028,upturn,52,2027,52,135,2025,48.0,False
2029,downturn,53,2028,53,135,2025,48.0,False
2030,upturn,55,2029,55,135,2025,48.0,False
2031,upturn,84,2030,84,135,2025,48.0,False
2032,downturn,72,2031,72,135,2025,48.0,False
2033,upturn,85,2032,85,135,2025,48.0,False
2034,upturn,80,2033,80,135,2025,48.0,False
2035,downturn,71,2034,71,135,2025,48.0,False
2026,upturn,52,2025,52,136,2025,48.0,False
2027,upturn,54,2026,54,136,2025,48.0,False
2028,downturn,54,2027,54,136,2025,48.0,False
2029,upturn,56,2028,56,136,2025,48.0,False
2030,upturn,62,2029,62,136,2025,48.0,False
2031,downturn,78,2030,78,136,2025,48.0,False
2032,upturn,83,2031,83,136,2025,48.0,False
2033,upturn,91,2032,91,136,2025,48.0,False
2034,downturn,98,2033,98,136,2025,48.0,False
2035,upturn,96,2034,96,136,2025,48.0,False
2026,downturn,50,2025,50,137,2025,48.0,False
2027,upturn,57,2026,57,137,2025,48.0,False
2028,upturn,63,2027,63,137,2025,48.0,False
2029,downturn,63,2028,63,137,2025,48.0,False
2030,upturn,68,2029,68,137,2025,48.0,False
2031,upturn,107,2030,107,137,2025,48.0,False
2032,downturn,92,2031,92,137,2025,48.0,False
2033,upturn,91,2032,91,137,2025,48.0,False
2034,upturn,100,2033,100,137,2025,48.0,False
2035,downturn,74,2034,74,137,2025,48.0,False
2026,upturn,50,2025,50,138,2025,48.0,False
2027,upturn,56,2026,56,138,2025,48.0,False
2028,downturn,50,2027,50,138,2025,48.0,False
2029,upturn,62,2028,62,138,2025,48.0,False
2030,upturn,64,2029,64,138,2025,48.0,False
2031,downturn,77,2030,77,138,2025,48.0,False
2032,upturn,85,2031,85,138,2025,48.0,False
2033,upturn,83,2032,83,138,2025,48.0,False
2034,downturn,67,2033,67,138,2025,48.0,False
2035,upturn,95,2034,95,138,2025,48.0,False
2026,upturn,57,2025,57,139,2025,48.0,False
2027,upturn,67,2026,67,139,2025,48.0,False
2028,downturn,67,2027,67,139,2025,48.0,False
2029,upturn,70,2028,70,139,2025,48.0,False
2030,upturn,73,2029,73,139,2025,48.0,False
2031,downturn,92,2030,92,139,2025,48.0,False
2032,upturn,107,2031,107,139,2025,48.0,False
2033,upturn,98,2032,98,139,2025,48.0,False
2034,downturn,95,2033,95,139,2025,48.0,False
2035,upturn,88,2034,88,139,2025,48.0,False
2026,upturn,51,2025,51,140,2025,48.0,False
2027,upturn,55,2026,55,140,2025,48.0,False
2028,downturn,55,2027,55,140,2025,48.0,False
2029,upturn,55,2028,55,140,2025,48.0,False
2030,upturn,63,2029,63,140,2025,48.0,False
2031,downturn,69,2030,69,140,2025,48.0,False
2032,upturn,82,2031,82,140,2025,48.0,False
2033,upturn,84,2032,84,140,2025,48.0,False
2034,downturn,70,2033,70,140,2025,48.0,False
2035,upturn,80,2034,80,140,2025,48.0,False
2026,upturn,51,2025,51,141,2025,48.0,False
2027,upturn,55,2026,55,141,2025,48.0,False
2028,downturn,57,2027,57,141,2025,48.0,False
2029,upturn,56,2028,56,141,2025,48.0,False
2030,upturn,63,2029,63,141,2025,48.0,False
2031,downturn,83,2030,83,141,2025,48.0,False
2032,upturn,77,2031,77,141,2025,48.0,False
2033,upturn,83,2032,83,141,2025,48.0,False
2034,downturn,62,2033,62,141,2025,48.0,False
2035,upturn,81,2034,81,141,2025,48.0,False
2026,downturn,42,2025,42,142,2025,48.0,False
2027,upturn,59,2026,59,142,2025,48.0,False
2028,upturn,64,2027,64,142,2025,48.0,False
2029,downturn,56,2028,56,142,2025,48.0,False
2030,upturn,66,2029,66,142,2025,48.0,False
2031,upturn,97,2030,97,142,2025,48.0,False
2032,downturn,78,2031,78,142,2025,48.0,False
2033,upturn,83,2032,83,142,2025,48.0,False
2034,upturn,93,2033,93,142,2025,48.0,False
2035,downturn,86,2034,86,142,2025,48.0,False
2026,downturn,41,2025,41,143,2025,48.0,False
2027,upturn,46,2026,46,143,2025,48.0,False
2028,upturn,50,2027,50,143,2025,48.0,False
2029,downturn,49,2028,49,143,2025,48.0,False
2030,upturn,63,2029,63,143,2025,48.0,False
2031,upturn,78,2030,78,143,2025,48.0,False
2032,downturn,58,2031,58,143,2025,48.0,False
2033,upturn,59,2032,59,143,2025,48.0,False
2034,upturn,71,2033,71,143,2025,48.0,False
2035,downturn,62,2034,62,143,2025,48.0,False
2026,downturn,43,2025,43,144,2025,48.0,False
2027,upturn,56,2026,56,144,2025,48.0,False
2028,upturn,59,2027,59,144,2025,48.0,False
2029,downturn,50,2028,50,144,2025,48.0,False
2030,upturn,53,2029,53,144,2025,48.0,False
2031,upturn,78,2030,78,144,2025,48.0,False
2032,downturn,73,2031,73,144,2025,48.0,False
2033,upturn,77,2032,77,144,2025,48.0,False
2034,upturn,83,2033,83,144,2025,48.0,False
2035,downturn,71,2034,71,144,2025,48.0,False
2026,upturn,59,2025,59,145,2025,48.0,False
2027,upturn,66,2026,66,145,2025,48.0,False
2028,downturn,61,2027,61,145,2025,48.0,False
2029,upturn,72,2028,72,145,2025,48.0,False
2030,upturn,66,2029,66,145,2025,48.0,False
2031,downturn,91,2030,91,145,2025,48.0,False
2032,upturn,100,2031,100,145,2025,48.0,False
2033,upturn,91,2032,91,145,2025,48.0,False
2034,downturn,90,2033,90,145,2025,48.0,False
2035,upturn,103,2034,103,145,2025,48.0,False
2026,downturn,52,2025,52,146,2025,48.0,False
2027,upturn,53,2026,53,146,2025,48.0,False
2028,upturn,60,2027,60,146,2025,48.0,False
2029,downturn,56,2028,56,146,2025,48.0,False
2030,upturn,61,2029,61,146,2025,48.0,False
2031,upturn,95,2030,95,146,2025,48.0,False
2032,downturn,87,2031,87,146,2025,48.0,False
2033,upturn,99,2032,99,146,2025,48.0,False
2034,upturn,99,2033,99,146,2025,48.0,False
2035,downturn,84,2034,84,146,2025,48.0,False
2026,upturn,53,2025,53,147,2025,48.0,False
2027,upturn,61,2026,61,147,2025,48.0,False
2028,downturn,55,2027,55,147,2025,48.0,False
2029,upturn,55,2028,55,147,2025,48.0,False
2030,upturn,58,2029,58,147,2025,48.0,False
2031,downturn,67,2030,67,147,2025,48.0,False
2032,upturn,75,2031,75,147,2025,48.0,False
2033,upturn,75,2032,75,147,2025,48.0,False
2034,downturn,58,2033,58,147,2025,48.0,False
2035,upturn,60,2034,60,147,2025,48.0,False
2026,downturn,42,2025,42,148,2025,48.0,False
2027,upturn,49,2026,49,148,2025,48.0,False
2028,upturn,50,2027,50,148,2025,48.0,False
2029,downturn,42,2028,42,148,2025,48.0,False
2030,upturn,54,2029,54,148,2025,48.0,False
2031,upturn,78,2030,78,148,2025,48.0,False
2032,downturn,65,2031,65,148,2025,48.0,False
2033,upturn,80,2032,80,148,2025,48.0,False
2034,upturn,92,2033,92,148,2025,48.0,False
2035,downturn,91,2034,91,148,2025,48.0,False
2026,upturn,57,2025,57,149,2025,48.0,False
2027,upturn,61,2026,61,149,2025,48.0,False
2028,downturn,57,2027,57,149,2025,48.0,False
2029,upturn,70,2028,70,149,2025,48.0,False
2030,upturn,67,2029,67,149,2025,48.0,False
2031,downturn,78,2030,78,149,2025,48.0,False
2032,upturn,97,2031,97,149,2025,48.0,False
2033,upturn,100,2032,100,149,2025,48.0,False
2034,downturn,85,2033,85,149,2025,48.0,False
2035,upturn,81,2034,81,149,2025,48.0,False
2026,downturn,54,2025,54,150,2025,48.0,False
2027,upturn,57,2026,57,150,2025,48.0,False
2028,upturn,66,2027,66,150,2025,48.0,False
2029,downturn,64,2028,64,150,2025,48.0,False
2030,upturn,65,2029,65,150,2025,48.0,False
2031,upturn,106,2030,106,150,2025,48.0,False
2032,downturn,90,2031,90,150,2025,48.0,False
2033,upturn,105,2032,105,150,2025,48.0,False
2034,upturn,103,2033,103,150,2025,48.0,False
2035,downturn,86,2034,86,150,2025,48.0,False
2026,upturn,52,2025,52,151,2025,48.0,False
2027,upturn,66,2026,66,151,2025,48.0,False
2028,downturn,65,2027,65,151,2025,48.0,False
2029,upturn,71,2028,71,151,2025,48.0,False
2030,upturn,69,2029,69,151,2025,48.0,False
2031,downturn,81,2030,81,151,2025,48.0,False
2032,upturn,75,2031,75,151,2025,48.0,False
2033,upturn,90,2032,90,151,2025,48.0,False
2034,downturn,78,2033,78,151,2025,48.0,False
2035,upturn,84,2034,84,151,2025,48.0,False
2026,downturn,49,2025,49,152,2025,48.0,False
2027,upturn,48,2026,48,152,2025,48.0,False
2028,upturn,58,2027,58,152,2025,48.0,False
2029,downturn,60,2028,60,152,2025,48.0,False
2030,upturn,62,2029,62,152,2025,48.0,False
2031,upturn,87,2030,87,152,2025,48.0,False
2032,downturn,91,2031,91,152,2025,48.0,False
2033,upturn,89,2032,89,152,2025,48.0,False
2034,upturn,76,2033,76,152,2025,48.0,False
2035,downturn,74,2034,74,152,2025,48.0,False
2026,downturn,44,2025,44,153,2025,48.0,False
2027,upturn,54,2026,54,153,2025,48.0,False
2028,upturn,57,2027,57,153,2025,48.0,False
2029,downturn,54,2028,54,153,2025,48.0,False
2030,upturn,62,2029,62,153,2025,48.0,False
2031,upturn,91,2030,91,153,2025,48.0,False
2032,downturn,93,2031,93,153,2025,48.0,False
2033,upturn,84,2032,84,153,2025,48.0,False
2034,upturn,76,2033,76,153,2025,48.0,False
2035,downturn,67,2034,67,153,2025,48.0,False
2026,upturn,56,2025,56,154,2025,48.0,False
2027,upturn,60,2026,60,154,2025,48.0,False
2028,downturn,56,2027,56,154,2025,48.0,False
2029,upturn,57,2028,57,154,2025,48.0,False
2030,upturn,55,2029,55,154,2025,48.0,False
2031,downturn,72,2030,72,154,2025,48.0,False
2032,upturn,85,2031,85,154,2025,48.0,False
2033,upturn,93,2032,93,154,2025,48.0,False
2034,downturn,76,2033,76,154,2025,48.0,False
2035,upturn,75,2034,75,154,2025,48.0,False
2026,downturn,51,2025,51,155,2025,48.0,False
2027,upturn,52,2026,52,155,2025,48.0,False
2028,upturn,68,2027,68,155,2025,48.0,False
2029,downturn,60,2028,60,155,2025,48.0,False
2030,upturn,67,2029,67,155,2025,48.0,False
2031,upturn,102,2030,102,155,2025,48.0,False
2032,downturn,97,2031,97,155,2025,48.0,False
2033,upturn,98,2032,98,155,2025,48.0,False
2034,upturn,92,2033,92,155,2025,48.0,False
2035,downturn,81,2034,81,155,2025,48.0,False
2026,downturn,41,2025,41,156,2025,48.0,False
2027,upturn,50,2026,50,156,2025,48.0,False
2028,upturn,56,2027,56,156,2025,48.0,False
2029,downturn,52,2028,52,156,2025,48.0,False
2030,upturn,53,2029,53,156,2025,48.0,False
2031,upturn,100,2030,100,156,2025,48.0,False
2032,downturn,86,2031,86,156,2025,48.0,False
2033,upturn,86,2032,86,156,2025,48.0,False
2034,upturn,87,2033,87,156,2025,48.0,False
2035,downturn,82,2034,82,156,2025,48.0,False
2026,downturn,51,2025,51,157,2025,48.0,False
2027,upturn,59,2026,59,157,2025,48.0,False
2028,upturn,69,2027,69,157,2025,48.0,False
2029,downturn,57,2028,57,157,2025,48.0,False
2030,upturn,55,2029,55,157,2025,48.0,False
2031,upturn,74,2030,74,157,2025,48.0,False
2032,downturn,65,2031,65,157,2025,48.0,False
2033,upturn,75,2032,75,157,2025,48.0,False
2034,upturn,69,2033,69,157,2025,48.0,False
2035,downturn,75,2034,75,157,2025,48.0,False
2026,upturn,55,2025,55,158,2025,48.0,False
2027,upturn,57,2026,57,158,2025,48.0,False
2028,downturn,55,2027,55,158,2025,48.0,False
2029,upturn,61,2028,61,158,2025,48.0,False
2030,upturn,60,2029,60,158,2025,48.0,False
2031,downturn,73,2030,73,158,2025,48.0,False
2032,upturn,68,2031,68,158,2025,48.0,False
2033,upturn,78,2032,78,158,2025,48.0,False
2034,downturn,48,2033,48,158,2025,48.0,False
2035,upturn,61,2034,61,158,2025,48.0,False
2026,upturn,57,2025,57,159,2025,48.0,False
2027,upturn,65,2026,65,159,2025,48.0,False
2028,downturn,56,2027,56,159,2025,48.0,False
2029,upturn,58,2028,58,159,2025,48.0,False
2030,upturn,60,2029,60,159,2025,48.0,False
2031,downturn,84,2030,84,159,2025,48.0,False
2032,upturn,85,2031,85,159,2025,48.0,False
2033,upturn,98,2032,98,159,2025,48.0,False
2034,downturn,82,2033,82,159,2025,48.0,False
2035,upturn,86,2034,86,159,2025,48.0,False
2026,downturn,45,2025,45,160,2025,48.0,False
2027,upturn,52,2026,52,160,2025,48.0,False
2028,upturn,56,2027,56,160,2025,48.0,False
2029,downturn,46,2028,46,160,2025,48.0,False
2030,upturn,54,2029,54,160,2025,48.0,False
2031,upturn,66,2030,66,160,2025,48.0,False
2032,downturn,79,2031,79,160,2025,48.0,False
2033,upturn,97,2032,97,160,2025,48.0,False
2034,upturn,113,2033,113,160,2025,48.0,False
2035,downturn,95,2034,95,160,2025,48.0,False
2026,upturn,51,2025,51,161,2025,48.0,False
2027,upturn,54,2026,54,161,2025,48.0,False
2028,downturn,51,2027,51,161,2025,48.0,False
2029,upturn,57,2028,57,161,2025,48.0,False
2030,upturn,61,2029,61,161,2025,48.0,False
2031,downturn,77,2030,77,161,2025,48.0,False
2032,upturn,96,2031,96,161,2025,48.0,False
2033,upturn,113,2032,113,161,2025,48.0,False
2034,downturn,83,2033,83,161,2025,48.0,False
2035,upturn,93,2034,93,161,2025,48.0,False
2026,downturn,46,2025,46,162,2025,48.0,False
2027,upturn,56,2026,56,162,2025,48.0,False
2028,upturn,59,2027,59,162,2025,48.0,False
2029,downturn,56,2028,56,162,2025,48.0,False
2030,upturn,60,2029,60,162,2025,48.0,False
2031,upturn,83,2030,83,162,2025,48.0,False
2032,downturn,66,2031,66,162,2025,48.0,False
2033,upturn,67,2032,67,162,2025,48.0,False
2034,upturn,80,2033,80,162,2025,48.0,False
2035,downturn,69,2034,69,162,2025,48.0,False
2026,downturn,51,2025,51,163,2025,48.0,False
2027,upturn,53,2026,53,163,2025,48.0,False
2028,upturn,63,2027,63,163,2025,48.0,False
2029,downturn,59,2028,59,163,2025,48.0,False
2030,upturn,70,2029,70,163,2025,48.0,False
2031,upturn,114,2030,114,163,2025,48.0,False
2032,downturn,100,2031,100,163,2025,48.0,False
2033,upturn,99,2032,99,163,2025,48.0,False
2034,upturn,111,2033,111,163,2025,48.0,False
2035,downturn,97,2034,97,163,2025,48.0,False
2026,upturn,53,2025,53,164,2025,48.0,False
2027,upturn,59,2026,59,164,2025,48.0,False
2028,downturn,62,2027,62,164,2025,48.0,False
2029,upturn,67,2028,67,164,2025,48.0,False
2030,upturn,65,2029,65,164,2025,48.0,False
2031,downturn,88,2030,88,164,2025,48.0,False
2032,upturn,92,2031,92,164,2025,48.0,False
2033,upturn,102,2032,102,164,2025,48.0,False
2034,downturn,85,2033,85,164,2025,48.0,False
2035,upturn,93,2034,93,164,2025,48.0,False
2026,upturn,55,2025,55,165,2025,48.0,False
2027,upturn,62,2026,62,165,2025,48.0,False
2028,downturn,62,2027,62,165,2025,48.0,False
2029,upturn,64,2028,64,165,2025,48.0,False
2030,upturn,68,2029,68,165,2025,48.0,False
2031,downturn,68,2030,68,165,2025,48.0,False
2032,upturn,89,2031,89,165,2025,48.0,False
2033,upturn,84,2032,84,165,2025,48.0,False
2034,downturn,75,2033,75,165,2025,48.0,False
2035,upturn,86,2034,86,165,2025,48.0,False
2026,downturn,41,2025,41,166,2025,48.0,False
2027,upturn,48,2026,48,166,2025,48.0,False
2028,upturn,62,2027,62,166,2025,48.0,False
2029,downturn,49,2028,49,166,2025,48.0,False
2030,upturn,54,2029,54,166,2025,48.0,False
2031,upturn,73,2030,73,166,2025,48.0,False
2032,downturn,85,2031,85,166,2025,48.0,False
2033,upturn,86,2032,86,166,2025,48.0,False
