delivery_year,market_cycle,delivery_demand_units,order_year,orders_placed_units,scenario_id,latest_historical_year,starting_historical_demand_units,is_extension_year
2031,upturn,86,2030,86,222,2025,48.0,False
2032,downturn,82,2031,82,222,2025,48.0,False
2033,upturn,91,2032,91,222,2025,48.0,False
2034,upturn,91,2033,91,222,2025,48.0,False
2035,downturn,84,2034,84,222,2025,48.0,False
2026,upturn,56,2025,56,223,2025,48.0,False
2027,upturn,59,2026,59,223,2025,48.0,False
2028,downturn,52,2027,52,223,2025,48.0,False
2029,upturn,56,2028,56,223,2025,48.0,False
2030,upturn,71,2029,71,223,2025,48.0,False
2031,downturn,78,2030,78,223,2025,48.0,False
2032,upturn,76,2031,76,223,2025,48.0,False
2033,upturn,70,2032,70,223,2025,48.0,False
2034,downturn,66,2033,66,223,2025,48.0,False
2035,upturn,77,2034,77,223,2025,48.0,False
2026,upturn,52,2025,52,224,2025,48.0,False
2027,upturn,61,2026,61,224,2025,48.0,False
2028,downturn,56,2027,56,224,2025,48.0,False
2029,upturn,64,2028,64,224,2025,48.0,False
2030,upturn,67,2029,67,224,2025,48.0,False
2031,downturn,79,2030,79,224,2025,48.0,False
2032,upturn,84,2031,84,224,2025,48.0,False
2033,upturn,92,2032,92,224,2025,48.0,False
2034,downturn,84,2033,84,224,2025,48.0,False
2035,upturn,99,2034,99,224,2025,48.0,False
2026,upturn,59,2025,59,225,2025,48.0,False
2027,upturn,53,2026,53,225,2025,48.0,False
2028,downturn,57,2027,57,225,2025,48.0,False
2029,upturn,62,2028,62,225,2025,48.0,False
2030,upturn,67,2029,67,225,2025,48.0,False
2031,downturn,93,2030,93,225,2025,48.0,False
2032,upturn,104,2031,104,225,2025,48.0,False
2033,upturn,102,2032,102,225,2025,48.0,False
2034,downturn,86,2033,86,225,2025,48.0,False
2035,upturn,94,2034,94,225,2025,48.0,False
2026,downturn,52,2025,52,226,2025,48.0,False
2027,upturn,54,2026,54,226,2025,48.0,False
2028,upturn,59,2027,59,226,2025,48.0,False
2029,downturn,58,2028,58,226,2025,48.0,False
2030,upturn,68,2029,68,226,2025,48.0,False
2031,upturn,97,2030,97,226,2025,48.0,False
2032,downturn,82,2031,82,226,2025,48.0,False
2033,upturn,86,2032,86,226,2025,48.0,False
2034,upturn,92,2033,92,226,2025,48.0,False
2035,downturn,73,2034,73,226,2025,48.0,False
2026,downturn,51,2025,51,227,2025,48.0,False
2027,upturn,56,2026,56,227,2025,48.0,False
2028,upturn,67,2027,67,227,2025,48.0,False
2029,downturn,60,2028,60,227,2025,48.0,False
2030,upturn,68,2029,68,227,2025,48.0,False
2031,upturn,102,2030,102,227,2025,48.0,False
2032,downturn,100,2031,100,227,2025,48.0,False
2033,upturn,103,2032,103,227,2025,48.0,False
2034,upturn,105,2033,105,227,2025,48.0,False
2035,downturn,83,2034,83,227,2025,48.0,False
2026,downturn,57,2025,57,228,2025,48.0,False
2027,upturn,57,2026,57,228,2025,48.0,False
2028,upturn,56,2027,56,228,2025,48.0,False
2029,downturn,47,2028,47,228,2025,48.0,False
2030,upturn,54,2029,54,228,2025,48.0,False
2031,upturn,84,2030,84,228,2025,48.0,False
2032,downturn,79,2031,79,228,2025,48.0,False
2033,upturn,90,2032,90,228,2025,48.0,False
2034,upturn,114,2033,114,228,2025,48.0,False
2035,downturn,109,2034,109,228,2025,48.0,False
2026,downturn,47,2025,47,229,2025,48.0,False
2027,upturn,58,2026,58,229,2025,48.0,False
2028,upturn,57,2027,57,229,2025,48.0,False
2029,downturn,57,2028,57,229,2025,48.0,False
2030,upturn,64,2029,64,229,2025,48.0,False
2031,upturn,85,2030,85,229,2025,48.0,False
2032,downturn,76,2031,76,229,2025,48.0,False
2033,upturn,95,2032,95,229,2025,48.0,False
2034,upturn,112,2033,112,229,2025,48.0,False
2035,downturn,100,2034,100,229,2025,48.0,False
2026,downturn,44,2025,44,230,2025,48.0,False
2027,upturn,56,2026,56,230,2025,48.0,False
2028,upturn,57,2027,57,230,2025,48.0,False
2029,downturn,46,2028,46,230,2025,48.0,False
2030,upturn,57,2029,57,230,2025,48.0,False
2031,upturn,96,2030,96,230,2025,48.0,False
2032,downturn,95,2031,95,230,2025,48.0,False
2033,upturn,93,2032,93,230,2025,48.0,False
2034,upturn,101,2033,101,230,2025,48.0,False
2035,downturn,76,2034,76,230,2025,48.0,False
2026,downturn,45,2025,45,231,2025,48.0,False
2027,upturn,54,2026,54,231,2025,48.0,False
2028,upturn,56,2027,56,231,2025,48.0,False
2029,downturn,62,2028,62,231,2025,48.0,False
2030,upturn,58,2029,58,231,2025,48.0,False
2031,upturn,67,2030,67,231,2025,48.0,False
2032,downturn,53,2031,53,231,2025,48.0,False
2033,upturn,64,2032,64,231,2025,48.0,False
2034,upturn,77,2033,77,231,2025,48.0,False
2035,downturn,75,2034,75,231,2025,48.0,False
2026,upturn,53,2025,53,232,2025,48.0,False
2027,upturn,59,2026,59,232,2025,48.0,False
2028,downturn,59,2027,59,232,2025,48.0,False
2029,upturn,67,2028,67,232,2025,48.0,False
2030,upturn,72,2029,72,232,2025,48.0,False
2031,downturn,89,2030,89,232,2025,48.0,False
2032,upturn,116,2031,116,232,2025,48.0,False
2033,upturn,115,2032,115,232,2025,48.0,False
2034,downturn,97,2033,97,232,2025,48.0,False
2035,upturn,96,2034,96,232,2025,48.0,False
2026,upturn,50,2025,50,233,2025,48.0,False
2027,upturn,53,2026,53,233,2025,48.0,False
2028,downturn,55,2027,55,233,2025,48.0,False
2029,upturn,57,2028,57,233,2025,48.0,False
2030,upturn,62,2029,62,233,2025,48.0,False
2031,downturn,87,2030,87,233,2025,48.0,False
2032,upturn,84,2031,84,233,2025,48.0,False
2033,upturn,89,2032,89,233,2025,48.0,False
2034,downturn,79,2033,79,233,2025,48.0,False
2035,upturn,91,2034,91,233,2025,48.0,False
2026,upturn,59,2025,59,234,2025,48.0,False
2027,upturn,60,2026,60,234,2025,48.0,False
2028,downturn,61,2027,61,234,2025,48.0,False
2029,upturn,66,2028,66,234,2025,48.0,False
2030,upturn,66,2029,66,234,2025,48.0,False
2031,downturn,83,2030,83,234,2025,48.0,False
2032,upturn,94,2031,94,234,2025,48.0,False
2033,upturn,104,2032,104,234,2025,48.0,False
2034,downturn,90,2033,90,234,2025,48.0,False
2035,upturn,95,2034,95,234,2025,48.0,False
2026,downturn,50,2025,50,235,2025,48.0,False
2027,upturn,53,2026,53,235,2025,48.0,False
2028,upturn,66,2027,66,235,2025,48.0,False
2029,downturn,59,2028,59,235,2025,48.0,False
2030,upturn,64,2029,64,235,2025,48.0,False
2031,upturn,81,2030,81,235,2025,48.0,False
2032,downturn,62,2031,62,235,2025,48.0,False
2033,upturn,68,2032,68,235,2025,48.0,False
2034,upturn,67,2033,67,235,2025,48.0,False
2035,downturn,56,2034,56,235,2025,48.0,False
2026,upturn,51,2025,51,236,2025,48.0,False
2027,upturn,58,2026,58,236,2025,48.0,False
2028,downturn,56,2027,56,236,2025,48.0,False
2029,upturn,64,2028,64,236,2025,48.0,False
2030,upturn,60,2029,60,236,2025,48.0,False
2031,downturn,81,2030,81,236,2025,48.0,False
2032,upturn,95,2031,95,236,2025,48.0,False
2033,upturn,100,2032,100,236,2025,48.0,False
2034,downturn,87,2033,87,236,2025,48.0,False
2035,upturn,99,2034,99,236,2025,48.0,False
2026,downturn,53,2025,53,237,2025,48.0,False
2027,upturn,62,2026,62,237,2025,48.0,False
2028,upturn,71,2027,71,237,2025,48.0,False
2029,downturn,66,2028,66,237,2025,48.0,False
2030,upturn,70,2029,70,237,2025,48.0,False
2031,upturn,98,2030,98,237,2025,48.0,False
2032,downturn,87,2031,87,237,2025,48.0,False
2033,upturn,93,2032,93,237,2025,48.0,False
2034,upturn,108,2033,108,237,2025,48.0,False
2035,downturn,85,2034,85,237,2025,48.0,False
2026,upturn,49,2025,49,238,2025,48.0,False
2027,upturn,58,2026,58,238,2025,48.0,False
2028,downturn,51,2027,51,238,2025,48.0,False
2029,upturn,59,2028,59,238,2025,48.0,False
2030,upturn,62,2029,62,238,2025,48.0,False
2031,downturn,77,2030,77,238,2025,48.0,False
2032,upturn,77,2031,77,238,2025,48.0,False
2033,upturn,78,2032,78,238,2025,48.0,False
2034,downturn,77,2033,77,238,2025,48.0,False
2035,upturn,66,2034,66,238,2025,48.0,False
2026,downturn,52,2025,52,239,2025,48.0,False
2027,upturn,61,2026,61,239,2025,48.0,False
2028,upturn,59,2027,59,239,2025,48.0,False
2029,downturn,63,2028,63,239,2025,48.0,False
2030,upturn,60,2029,60,239,2025,48.0,False
2031,upturn,93,2030,93,239,2025,48.0,False
2032,downturn,86,2031,86,239,2025,48.0,False
2033,upturn,81,2032,81,239,2025,48.0,False
2034,upturn,80,2033,80,239,2025,48.0,False
2035,downturn,65,2034,65,239,2025,48.0,False
2026,downturn,53,2025,53,240,2025,48.0,False
2027,upturn,62,2026,62,240,2025,48.0,False
2028,upturn,68,2027,68,240,2025,48.0,False
2029,downturn,65,2028,65,240,2025,48.0,False
2030,upturn,64,2029,64,240,2025,48.0,False
2031,upturn,99,2030,99,240,2025,48.0,False
2032,downturn,72,2031,72,240,2025,48.0,False
2033,upturn,72,2032,72,240,2025,48.0,False
2034,upturn,83,2033,83,240,2025,48.0,False
2035,downturn,78,2034,78,240,2025,48.0,False
2026,downturn,51,2025,51,241,2025,48.0,False
2027,upturn,56,2026,56,241,2025,48.0,False
2028,upturn,52,2027,52,241,2025,48.0,False
2029,downturn,52,2028,52,241,2025,48.0,False
2030,upturn,56,2029,56,241,2025,48.0,False
2031,upturn,82,2030,82,241,2025,48.0,False
2032,downturn,73,2031,73,241,2025,48.0,False
2033,upturn,66,2032,66,241,2025,48.0,False
2034,upturn,78,2033,78,241,2025,48.0,False
2035,downturn,79,2034,79,241,2025,48.0,False
2026,upturn,57,2025,57,242,2025,48.0,False
2027,upturn,60,2026,60,242,2025,48.0,False
2028,downturn,59,2027,59,242,2025,48.0,False
2029,upturn,64,2028,64,242,2025,48.0,False
2030,upturn,67,2029,67,242,2025,48.0,False
2031,downturn,83,2030,83,242,2025,48.0,False
2032,upturn,95,2031,95,242,2025,48.0,False
2033,upturn,87,2032,87,242,2025,48.0,False
2034,downturn,72,2033,72,242,2025,48.0,False
2035,upturn,72,2034,72,242,2025,48.0,False
2026,downturn,40,2025,40,243,2025,48.0,False
2027,upturn,48,2026,48,243,2025,48.0,False
2028,upturn,60,2027,60,243,2025,48.0,False
2029,downturn,57,2028,57,243,2025,48.0,False
2030,upturn,62,2029,62,243,2025,48.0,False
2031,upturn,92,2030,92,243,2025,48.0,False
2032,downturn,73,2031,73,243,2025,48.0,False
2033,upturn,88,2032,88,243,2025,48.0,False
2034,upturn,100,2033,100,243,2025,48.0,False
2035,downturn,83,2034,83,243,2025,48.0,False
2026,downturn,46,2025,46,244,2025,48.0,False
2027,upturn,57,2026,57,244,2025,48.0,False
2028,upturn,61,2027,61,244,2025,48.0,False
2029,downturn,57,2028,57,244,2025,48.0,False
2030,upturn,57,2029,57,244,2025,48.0,False
2031,upturn,95,2030,95,244,2025,48.0,False
2032,downturn,87,2031,87,244,2025,48.0,False
2033,upturn,78,2032,78,244,2025,48.0,False
2034,upturn,96,2033,96,244,2025,48.0,False
2035,downturn,76,2034,76,244,2025,48.0,False
2026,upturn,60,2025,60,245,2025,48.0,False
2027,upturn,67,2026,67,245,2025,48.0,False
2028,downturn,63,2027,63,245,2025,48.0,False
2029,upturn,71,2028,71,245,2025,48.0,False
2030,upturn,72,2029,72,245,2025,48.0,False
2031,downturn,96,2030,96,245,2025,48.0,False
2032,upturn,106,2031,106,245,2025,48.0,False
2033,upturn,109,2032,109,245,2025,48.0,False
2034,downturn,95,2033,95,245,2025,48.0,False
2035,upturn,104,2034,104,245,2025,48.0,False
2026,upturn,58,2025,58,246,2025,48.0,False
2027,upturn,70,2026,70,246,2025,48.0,False
2028,downturn,65,2027,65,246,2025,48.0,False
2029,upturn,70,2028,70,246,2025,48.0,False
2030,upturn,72,2029,72,246,2025,48.0,False
2031,downturn,97,2030,97,246,2025,48.0,False
2032,upturn,92,2031,92,246,2025,48.0,False
2033,upturn,85,2032,85,246,2025,48.0,False
2034,downturn,78,2033,78,246,2025,48.0,False
2035,upturn,95,2034,95,246,2025,48.0,False
2026,upturn,54,2025,54,247,2025,48.0,False
2027,upturn,64,2026,64,247,2025,48.0,False
2028,downturn,57,2027,57,247,2025,48.0,False
2029,upturn,66,2028,66,247,2025,48.0,False
2030,upturn,67,2029,67,247,2025,48.0,False
2031,downturn,86,2030,86,247,2025,48.0,False
2032,upturn,97,2031,97,247,2025,48.0,False
2033,upturn,97,2032,97,247,2025,48.0,False
2034,downturn,77,2033,77,247,2025,48.0,False
2035,upturn,88,2034,88,247,2025,48.0,False
2026,downturn,59,2025,59,248,2025,48.0,False
2027,upturn,58,2026,58,248,2025,48.0,False
2028,upturn,62,2027,62,248,2025,48.0,False
2029,downturn,56,2028,56,248,2025,48.0,False
2030,upturn,62,2029,62,248,2025,48.0,False
2031,upturn,93,2030,93,248,2025,48.0,False
2032,downturn,80,2031,80,248,2025,48.0,False
2033,upturn,85,2032,85,248,2025,48.0,False
2034,upturn,102,2033,102,248,2025,48.0,False
2035,downturn,87,2034,87,248,2025,48.0,False
2026,upturn,55,2025,55,249,2025,48.0,False
2027,upturn,53,2026,53,249,2025,48.0,False
2028,downturn,56,2027,56,249,2025,48.0,False
2029,upturn,61,2028,61,249,2025,48.0,False
2030,upturn,64,2029,64,249,2025,48.0,False
2031,downturn,81,2030,81,249,2025,48.0,False
2032,upturn,87,2031,87,249,2025,48.0,False
2033,upturn,78,2032,78,249,2025,48.0,False
2034,downturn,81,2033,81,249,2025,48.0,False
2035,upturn,81,2034,81,249,2025,48.0,False
2026,upturn,64,2025,64,250,2025,48.0,False
2027,upturn,63,2026,63,250,2025,48.0,False
2028,downturn,52,2027,52,250,2025,48.0,False
2029,upturn,54,2028,54,250,2025,48.0,False
2030,upturn,57,2029,57,250,2025,48.0,False
2031,downturn,87,2030,87,250,2025,48.0,False
2032,upturn,88,2031,88,250,2025,48.0,False
2033,upturn,102,2032,102,250,2025,48.0,False
2034,downturn,93,2033,93,250,2025,48.0,False
2035,upturn,89,2034,89,250,2025,48.0,False
2026,upturn,59,2025,59,251,2025,48.0,False
2027,upturn,61,2026,61,251,2025,48.0,False
2028,downturn,61,2027,61,251,2025,48.0,False
2029,upturn,65,2028,65,251,2025,48.0,False
2030,upturn,64,2029,64,251,2025,48.0,False
2031,downturn,93,2030,93,251,2025,48.0,False
2032,upturn,104,2031,104,251,2025,48.0,False
2033,upturn,117,2032,117,251,2025,48.0,False
2034,downturn,107,2033,107,251,2025,48.0,False
2035,upturn,107,2034,107,251,2025,48.0,False
2026,downturn,46,2025,46,252,2025,48.0,False
2027,upturn,56,2026,56,252,2025,48.0,False
2028,upturn,63,2027,63,252,2025,48.0,False
2029,downturn,53,2028,53,252,2025,48.0,False
2030,upturn,55,2029,55,252,2025,48.0,False
2031,upturn,72,2030,72,252,2025,48.0,False
2032,downturn,58,2031,58,252,2025,48.0,False
2033,upturn,78,2032,78,252,2025,48.0,False
2034,upturn,91,2033,91,252,2025,48.0,False
2035,downturn,90,2034,90,252,2025,48.0,False
2026,upturn,52,2025,52,253,2025,48.0,False
2027,upturn,60,2026,60,253,2025,48.0,False
2028,downturn,62,2027,62,253,2025,48.0,False
2029,upturn,65,2028,65,253,2025,48.0,False
2030,upturn,68,2029,68,253,2025,48.0,False
2031,downturn,82,2030,82,253,2025,48.0,False
2032,upturn,99,2031,99,253,2025,48.0,False
2033,upturn,102,2032,102,253,2025,48.0,False
2034,downturn,86,2033,86,253,2025,48.0,False
2035,upturn,113,2034,113,253,2025,48.0,False
2026,upturn,56,2025,56,254,2025,48.0,False
2027,upturn,66,2026,66,254,2025,48.0,False
2028,downturn,66,2027,66,254,2025,48.0,False
2029,upturn,70,2028,70,254,2025,48.0,False
2030,upturn,66,2029,66,254,2025,48.0,False
2031,downturn,67,2030,67,254,2025,48.0,False
2032,upturn,76,2031,76,254,2025,48.0,False
2033,upturn,78,2032,78,254,2025,48.0,False
2034,downturn,76,2033,76,254,2025,48.0,False
2035,upturn,73,2034,73,254,2025,48.0,False
2026,upturn,56,2025,56,255,2025,48.0,False
2027,upturn,67,2026,67,255,2025,48.0,False
2028,downturn,58,2027,58,255,2025,48.0,False
2029,upturn,63,2028,63,255,2025,48.0,False
2030,upturn,68,2029,68,255,2025,48.0,False
2031,downturn,87,2030,87,255,2025,48.0,False
2032,upturn,95,2031,95,255,2025,48.0,False
2033,upturn,111,2032,111,255,2025,48.0,False
2034,downturn,82,2033,82,255,2025,48.0,False
2035,upturn,96,2034,96,255,2025,48.0,False
2026,upturn,54,2025,54,256,2025,48.0,False
2027,upturn,56,2026,56,256,2025,48.0,False
2028,downturn,53,2027,53,256,2025,48.0,False
2029,upturn,68,2028,68,256,2025,48.0,False
2030,upturn,66,2029,66,256,2025,48.0,False
2031,downturn,70,2030,70,256,2025,48.0,False
2032,upturn,80,2031,80,256,2025,48.0,False
2033,upturn,78,2032,78,256,2025,48.0,False
2034,downturn,53,2033,53,256,2025,48.0,False
2035,upturn,64,2034,64,256,2025,48.0,False
2026,downturn,46,2025,46,257,2025,48.0,False
2027,upturn,52,2026,52,257,2025,48.0,False
2028,upturn,64,2027,64,257,2025,48.0,False
2029,downturn,65,2028,65,257,2025,48.0,False
2030,upturn,67,2029,67,257,2025,48.0,False
2031,upturn,100,2030,100,257,2025,48.0,False
2032,downturn,92,2031,92,257,2025,48.0,False
2033,upturn,101,2032,101,257,2025,48.0,False
2034,upturn,109,2033,109,257,2025,48.0,False
2035,downturn,84,2034,84,257,2025,48.0,False
2026,upturn,59,2025,59,258,2025,48.0,False
2027,upturn,67,2026,67,258,2025,48.0,False
2028,downturn,62,2027,62,258,2025,48.0,False
2029,upturn,60,2028,60,258,2025,48.0,False
2030,upturn,67,2029,67,258,2025,48.0,False
2031,downturn,78,2030,78,258,2025,48.0,False
2032,upturn,85,2031,85,258,2025,48.0,False
2033,upturn,89,2032,89,258,2025,48.0,False
2034,downturn,89,2033,89,258,2025,48.0,False
2035,upturn,105,2034,105,258,2025,48.0,False
2026,upturn,54,2025,54,259,2025,48.0,False
2027,upturn,55,2026,55,259,2025,48.0,False
2028,downturn,56,2027,56,259,2025,48.0,False
2029,upturn,67,2028,67,259,2025,48.0,False
2030,upturn,65,2029,65,259,2025,48.0,False
2031,downturn,85,2030,85,259,2025,48.0,False
2032,upturn,79,2031,79,259,2025,48.0,False
2033,upturn,94,2032,94,259,2025,48.0,False
2034,downturn,81,2033,81,259,2025,48.0,False
2035,upturn,81,2034,81,259,2025,48.0,False
2026,downturn,49,2025,49,260,2025,48.0,False
2027,upturn,58,2026,58,260,2025,48.0,False
2028,upturn,60,2027,60,260,2025,48.0,False
2029,downturn,64,2028,64,260,2025,48.0,False
2030,upturn,63,2029,63,260,2025,48.0,False
2031,upturn,85,2030,85,260,2025,48.0,False
2032,downturn,81,2031,81,260,2025,48.0,False
2033,upturn,78,2032,78,260,2025,48.0,False
2034,upturn,95,2033,95,260,2025,48.0,False
2035,downturn,86,2034,86,260,2025,48.0,False
2026,upturn,48,2025,48,261,2025,48.0,False
2027,upturn,55,2026,55,261,2025,48.0,False
2028,downturn,58,2027,58,261,2025,48.0,False
2029,upturn,61,2028,61,261,2025,48.0,False
2030,upturn,67,2029,67,261,2025,48.0,False
2031,downturn,80,2030,80,261,2025,48.0,False
2032,upturn,89,2031,89,261,2025,48.0,False
2033,upturn,92,2032,92,261,2025,48.0,False
2034,downturn,90,2033,90,261,2025,48.0,False
2035,upturn,95,2034,95,261,2025,48.0,False
2026,downturn,51,2025,51,262,2025,48.0,False
2027,upturn,56,2026,56,262,2025,48.0,False
2028,upturn,58,2027,58,262,2025,48.0,False
2029,downturn,55,2028,55,262,2025,48.0,False
2030,upturn,60,2029,60,262,2025,48.0,False
2031,upturn,78,2030,78,262,2025,48.0,False
2032,downturn,69,2031,69,262,2025,48.0,False
2033,upturn,70,2032,70,262,2025,48.0,False
2034,upturn,96,2033,96,262,2025,48.0,False
2035,downturn,83,2034,83,262,2025,48.0,False
2026,downturn,50,2025,50,263,2025,48.0,False
2027,upturn,59,2026,59,263,2025,48.0,False
2028,upturn,65,2027,65,263,2025,48.0,False
2029,downturn,56,2028,56,263,2025,48.0,False
2030,upturn,59,2029,59,263,2025,48.0,False
2031,upturn,84,2030,84,263,2025,48.0,False
2032,downturn,86,2031,86,263,2025,48.0,False
2033,upturn,98,2032,98,263,2025,48.0,False
2034,upturn,106,2033,106,263,2025,48.0,False
2035,downturn,96,2034,96,263,2025,48.0,False
2026,upturn,61,2025,61,264,2025,48.0,False
2027,upturn,66,2026,66,264,2025,48.0,False
2028,downturn,56,2027,56,264,2025,48.0,False
2029,upturn,60,2028,60,264,2025,48.0,False
2030,upturn,67,2029,67,264,2025,48.0,False
2031,downturn,83,2030,83,264,2025,48.0,False
2032,upturn,85,2031,85,264,2025,48.0,False
2033,upturn,93,2032,93,264,2025,48.0,False
2034,downturn,81,2033,81,264,2025,48.0,False
2035,upturn,86,2034,86,264,2025,48.0,False
2026,upturn,57,2025,57,265,2025,48.0,False
2027,upturn,54,2026,54,265,2025,48.0,False
2028,downturn,44,2027,44,265,2025,48.0,False
2029,upturn,56,2028,56,265,2025,48.0,False
2030,upturn,56,2029,56,265,2025,48.0,False
2031,downturn,60,2030,60,265,2025,48.0,False
2032,upturn,66,2031,66,265,2025,48.0,False
2033,upturn,83,2032,83,265,2025,48.0,False
2034,downturn,80,2033,80,265,2025,48.0,False
2035,upturn,90,2034,90,265,2025,48.0,False
2026,upturn,52,2025,52,266,2025,48.0,False
2027,upturn,56,2026,56,266,2025,48.0,False
2028,downturn,55,2027,55,266,2025,48.0,False
2029,upturn,62,2028,62,266,2025,48.0,False
2030,upturn,64,2029,64,266,2025,48.0,False
2031,downturn,79,2030,79,266,2025,48.0,False
2032,upturn,84,2031,84,266,2025,48.0,False
2033,upturn,82,2032,82,266,2025,48.0,False
2034,downturn,75,2033,75,266,2025,48.0,False
2035,upturn,91,2034,91,266,2025,48.0,False
2026,downturn,44,2025,44,267,2025,48.0,False
2027,upturn,45,2026,45,267,2025,48.0,False
2028,upturn,51,2027,51,267,2025,48.0,False
2029,downturn,55,2028,55,267,2025,48.0,False
2030,upturn,58,2029,58,267,2025,48.0,False
2031,upturn,86,2030,86,267,2025,48.0,False
2032,downturn,74,2031,74,267,2025,48.0,False
2033,upturn,92,2032,92,267,2025,48.0,False
2034,upturn,99,2033,99,267,2025,48.0,False
2035,downturn,106,2034,106,267,2025,48.0,False
2026,upturn,52,2025,52,268,2025,48.0,False
2027,upturn,55,2026,55,268,2025,48.0,False
2028,downturn,52,2027,52,268,2025,48.0,False
2029,upturn,58,2028,58,268,2025,48.0,False
2030,upturn,59,2029,59,268,2025,48.0,False
2031,downturn,68,2030,68,268,2025,48.0,False
2032,upturn,90,2031,90,268,2025,48.0,False
2033,upturn,87,2032,87,268,2025,48.0,False
2034,downturn,77,2033,77,268,2025,48.0,False
2035,upturn,91,2034,91,268,2025,48.0,False
2026,upturn,56,2025,56,269,2025,48.0,False
2027,upturn,54,2026,54,269,2025,48.0,False
2028,downturn,56,2027,56,269,2025,48.0,False
2029,upturn,55,2028,55,269,2025,48.0,False
2030,upturn,56,2029,56,269,2025,48.0,False
2031,downturn,54,2030,54,269,2025,48.0,False
2032,upturn,63,2031,63,269,2025,48.0,False
2033,upturn,76,2032,76,269,2025,48.0,False
2034,downturn,79,2033,79,269,2025,48.0,False
2035,upturn,100,2034,100,269,2025,48.0,False
2026,downturn,50,2025,50,270,2025,48.0,False
2027,upturn,51,2026,51,270,2025,48.0,False
2028,upturn,56,2027,56,270,2025,48.0,False
2029,downturn,51,2028,51,270,2025,48.0,False
2030,upturn,56,2029,56,270,2025,48.0,False
2031,upturn,81,2030,81,270,2025,48.0,False
2032,downturn,75,2031,75,270,2025,48.0,False
2033,upturn,85,2032,85,270,2025,48.0,False
2034,upturn,90,2033,90,270,2025,48.0,False
2035,downturn,85,2034,85,270,2025,48.0,False
2026,downturn,44,2025,44,271,2025,48.0,False
2027,upturn,55,2026,55,271,2025,48.0,False
2028,upturn,62,2027,62,271,2025,48.0,False
2029,downturn,58,2028,58,271,2025,48.0,False
2030,upturn,63,2029,63,271,2025,48.0,False
2031,upturn,102,2030,102,271,2025,48.0,False
2032,downturn,99,2031,99,271,2025,48.0,False
2033,upturn,90,2032,90,271,2025,48.0,False
2034,upturn,103,2033,103,271,2025,48.0,False
2035,downturn,82,2034,82,271,2025,48.0,False
2026,downturn,50,2025,50,272,2025,48.0,False
2027,upturn,55,2026,55,272,2025,48.0,False
2028,upturn,54,2027,54,272,2025,48.0,False
2029,downturn,49,2028,49,272,2025,48.0,False
2030,upturn,54,2029,54,272,2025,48.0,False
2031,upturn,83,2030,83,272,2025,48.0,False
2032,downturn,80,2031,80,272,2025,48.0,False
2033,upturn,89,2032,89,272,2025,48.0,False
2034,upturn,98,2033,98,272,2025,48.0,False
2035,downturn,85,2034,85,272,2025,48.0,False
2026,downturn,52,2025,52,273,2025,48.0,False
2027,upturn,64,2026,64,273,2025,48.0,False
2028,upturn,66,2027,66,273,2025,48.0,False
2029,downturn,64,2028,64,273,2025,48.0,False
2030,upturn,67,2029,67,273,2025,48.0,False
2031,upturn,85,2030,85,273,2025,48.0,False
2032,downturn,78,2031,78,273,2025,48.0,False
2033,upturn,93,2032,93,273,2025,48.0,False
2034,upturn,93,2033,93,273,2025,48.0,False
2035,downturn,93,2034,93,273,2025,48.0,False
2026,upturn,59,2025,59,274,2025,48.0,False
2027,upturn,63,2026,63,274,2025,48.0,False
2028,downturn,57,2027,57,274,2025,48.0,False
2029,upturn,63,2028,63,274,2025,48.0,False
2030,upturn,73,2029,73,274,2025,48.0,False
2031,downturn,75,2030,75,274,2025,48.0,False
2032,upturn,84,2031,84,274,2025,48.0,False
2033,upturn,87,2032,87,274,2025,48.0,False
2034,downturn,70,2033,70,274,2025,48.0,False
2035,upturn,96,2034,96,274,2025,48.0,False
2026,downturn,47,2025,47,275,2025,48.0,False
2027,upturn,52,2026,52,275,2025,48.0,False
2028,upturn,58,2027,58,275,2025,48.0,False
2029,downturn,56,2028,56,275,2025,48.0,False
2030,upturn,55,2029,55,275,2025,48.0,False
2031,upturn,93,2030,93,275,2025,48.0,False
2032,downturn,81,2031,81,275,2025,48.0,False
2033,upturn,95,2032,95,275,2025,48.0,False
2034,upturn,114,2033,114,275,2025,48.0,False
2035,downturn,110,2034,110,275,2025,48.0,False
2026,upturn,55,2025,55,276,2025,48.0,False
2027,upturn,57,2026,57,276,2025,48.0,False
2028,downturn,52,2027,52,276,2025,48.0,False
2029,upturn,62,2028,62,276,2025,48.0,False
2030,upturn,66,2029,66,276,2025,48.0,False
2031,downturn,80,2030,80,276,2025,48.0,False
2032,upturn,93,2031,93,276,2025,48.0,False
2033,upturn,86,2032,86,276,2025,48.0,False
2034,downturn,80,2033,80,276,2025,48.0,False
2035,upturn,80,2034,80,276,2025,48.0,False
2026,downturn,57,2025,57,277,2025,48.0,False
2027,upturn,61,2026,61,277,2025,48.0,False
2028,upturn,60,2027,60,277,2025,48.0,False
2029,downturn,60,2028,60,277,2025,48.0,False
2030,upturn,63,2029,63,277,2025,48.0,False
2031,upturn,95,2030,95,277,2025,48.0,False
2032,downturn,89,2031,89,277,2025,48.0,False
2033,upturn,98,2032,98,277,2025,48.0,False
2034,upturn,88,2033,88,277,2025,48.0,False
2035,downturn,81,2034,81,277,2025,48.0,False
2026,downturn,52,2025,52,278,2025,48.0,False
2027,upturn,66,2026,66,278,2025,48.0,False
